"XCKCENT","XCKCCOMP","XCKCLD","XCKC001","XCKC002","XCKC003","XCKC004","XCKC005","XCKC006","XCKC007","XCKC008","XCKC009","XCKC010","XCKC011","XCKC012","XCKC013","XCKC014","XCKC015","XCKC016","XCKC017","XCKC018","XCKC019","XCKC020","XCKC021","XCKC022","XCKC023","XCKC008A","XCKC008B","XCKC008C","XCKC008D","XCKC008E","XCKC008F","XCKC008G","XCKC008H","XCKC010A","XCKC010B","XCKC010C","XCKC010D","XCKC010E","XCKC010F","XCKC010G","XCKC010H","XCKC012A","XCKC012B","XCKC012C","XCKC012D","XCKC012E","XCKC012F","XCKC012G","XCKC012H","XCKC014A","XCKC014B","XCKC014C","XCKC014D","XCKC014E","XCKC014F","XCKC014G","XCKC014H","XCKC015A","XCKC015B","XCKC015C","XCKC015D","XCKC015E","XCKC015F","XCKC015G","XCKC015H","XCKC016A","XCKC016B","XCKC016C","XCKC016D","XCKC016E","XCKC016F","XCKC016G","XCKC016H","XCKC017A","XCKC017B","XCKC017C","XCKC017D","XCKC017E","XCKC017F","XCKC017G","XCKC017H","XCKC018A","XCKC018B","XCKC018C","XCKC018D","XCKC018E","XCKC018F","XCKC018G","XCKC018H","XCKC019A","XCKC019B","XCKC019C","XCKC019D","XCKC019E","XCKC019F","XCKC019G","XCKC019H","XCKC020A","XCKC020B","XCKC020C","XCKC020D","XCKC020E","XCKC020F","XCKC020G","XCKC020H","XCKC021A","XCKC021B","XCKC021C","XCKC021D","XCKC021E","XCKC021F","XCKC021G","XCKC021H","XCKC022A","XCKC022B","XCKC022C","XCKC022D","XCKC022E","XCKC022F","XCKC022G","XCKC022H","XCKC024","XCKC025"
"60","MN60-1","00","2017","10","100010","810017","1406","PCS","0.000000","0.000000","204.000000","218779.910000","104.000000","111534.850000","100.000000","107245.060000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","117501.450000","40484.910000","13704.160000","47089.390000","0.000000","0.000000","0.000000","0.000000","59902.700000","20639.370000","6986.430000","24006.360000","0.000000","0.000000","0.000000","-0.010000","57598.750000","19845.540000","6717.730000","23083.030000","0.000000","0.000000","0.000000","0.010000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XM92-171000038","1"
"60","MN60-1","00","2017","10","100010","810060","1406","PCS","0.000000","0.000000","104.000000","100213.420000","104.000000","100213.420000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","38805.640000","22670.170000","11894.350000","26843.260000","0.000000","0.000000","0.000000","0.000000","38805.640000","22670.170000","11894.350000","26843.260000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMB2-171000005","1"
"60","MN60-1","00","2017","10","100010","810057","1406","PCS","0.000000","0.000000","240.000000","87172.580000","240.000000","87172.580000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","42450.600000","19196.080000","2550.770000","22975.140000","0.000000","0.000000","0.000000","-0.010000","42450.600000","19196.080000","2550.770000","22975.140000","0.000000","0.000000","0.000000","-0.010000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMB2-171000004","2"
"60","MN60-1","00","2017","10","100010","810017","1406","PCS","0.000000","0.000000","112.000000","120114.460000","112.000000","120114.460000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","64510.600000","22227.010000","7523.850000","25853.000000","0.000000","0.000000","0.000000","0.000000","64510.600000","22227.010000","7523.850000","25853.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMB2-171000009","1"
"60","MN60-1","00","2017","10","100007","810021","1406","PCS","0.000000","0.000000","61.000000","5652.750000","61.000000","5652.750000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3153.490000","1135.990000","0.000000","1363.270000","0.000000","0.000000","0.000000","0.000000","3153.490000","1135.990000","0.000000","1363.270000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMB2-171000019","3"
"60","MN60-1","00","2017","10","100010","810057","1406","PCS","0.000000","0.000000","144.000000","52303.550000","144.000000","52303.550000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","25470.360000","11517.650000","1530.460000","13785.080000","0.000000","0.000000","0.000000","0.000000","25470.360000","11517.650000","1530.460000","13785.080000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XM92-171000007","1"
"60","MN60-1","00","2017","9","100007","810021","1405","PCS","-8.000000","-624.610000","0.000000","0.000000","0.000000","0.000000","-8.000000","-624.610000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","-404.170000","-102.970000","0.000000","-117.470000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-404.170000","-102.970000","0.000000","-117.470000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMD1-170500011","3"
"60","MN60-1","00","2017","10","100010","810017","1406","PCS","0.000000","0.000000","272.000000","291706.540000","272.000000","291706.540000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","156668.590000","53979.880000","18272.210000","62785.860000","0.000000","0.000000","0.000000","0.000000","156668.590000","53979.880000","18272.210000","62785.860000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMB2-171000008","1"
"60","MN60-1","00","2017","10","100007","810021","1406","PCS","0.000000","0.000000","122.000000","11305.500000","122.000000","11305.500000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6306.980000","2271.980000","0.000000","2726.540000","0.000000","0.000000","0.000000","0.000000","6306.980000","2271.980000","0.000000","2726.540000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMB2-171000019","2"
"60","MN60-1","00","2017","10","100007","810019","1406","PCS","0.000000","0.000000","227.000000","48857.640000","227.000000","48857.640000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"," ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","22858.370000","10939.400000","0.000000","15059.870000","0.000000","0.000000","0.000000","0.000000","22858.370000","10939.400000","0.000000","15059.870000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","601-XMB2-171000019","4"
