"XREAENT","XREACOMP","XREASITE","XREALD","XREA001","XREA002","XREA003","XREA004","XREA005","XREA006","XREA007","XREA008","XREA009","XREA010","XREA011","XREA012","XREA013","XREA014","XREA015","XREA016","XREA017","XREA018","XREA019","XREAORGA","XREA020","XREA021","XREA022","XREA023","XREA024","XREA025","XREA026","XREA027","XREA028","XREA029","XREA030","XREA031","XREA032","XREA033","XREA034","XREA035","XREA036","XREA037","XREA038","XREA039","XREA040","XREA041","XREA042","XREA043","XREA100","XREA101","XREA102","XREA103","XREA104","XREA105","XREA106","XREA113","XREA114","XREA115","XREA116","XREA122","XREA123","XREA132","XREA133","XREAUD001","XREAUD002","XREAUD003","XREAUD004","XREAUD005","XREAUD006","XREAUD007","XREAUD008","XREAUD009","XREAUD010","XREAUD011","XREAUD012","XREAUD013","XREAUD014","XREAUD015","XREAUD016","XREAUD017","XREAUD018","XREAUD019","XREAUD020","XREAUD021","XREAUD022","XREAUD023","XREAUD024","XREAUD025","XREAUD026","XREAUD027","XREAUD028","XREAUD029","XREAUD030","XREA044","XREA045","XREA107","XREA117"
"60","MN60-1","MN60-1","00","2018","3","AP","01","601-AP01-171000204","1","0","2017/10/31","100492","100492","CG","","","","","359","","","220201","MN60-1","","","","","","","","","","","","","","","2017/10/31","2017/10/23","2017/10/31","2017/10/23","2017/12/1","","001","0.000000","","","CNY","1.0000000000","1.0000000000","0.010000","0.010000","0.000000","0.010000","0.010000","0.010000","0.000000","0.010000","0.0000000000","0.000000","0.0000000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","2013","0.000000","0.000000"
"60","MN60-1","MN60-1","00","2018","3","AP","01","601-AP01-171000209","1","0","2017/10/31","100730","100730","CG","","","","","1199","","","220201","MN60-1","","","","","","","","","","","","","","","2017/10/31","2017/10/31","2017/10/31","2017/10/31","2018/1/30","","001","0.000000","","","CNY","1.0000000000","1.0000000000","0.020000","0.020000","0.000000","0.020000","0.020000","0.020000","0.000000","0.020000","0.0000000000","0.000000","0.0000000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","2002","0.000000","0.000000"
