"PMN01","PMN011","PMN02","PMN03","PMN04","PMN041","PMN05","PMN06","PMN07","PMN08","PMN09","PMN10","PMN11","PMN121","PMN122","PMN123","PMN13","PMN14","PMN15","PMN16","PMN18","PMN20","PMN23","PMN24","PMN25","PMN30","PMN31","PMN31T","PMN32","PMN33","PMN34","PMN35","PMN36","PMN37","PMN38","PMN40","PMN41","PMN42","PMN43","PMN431","PMN44","PMN45","PMN46","PMN50","PMN51","PMN52","PMN53","PMN54","PMN55","PMN56","PMN57","PMN58","PMN59","PMN60","PMN61","PMN62","PMN63","PMN64","PMN65","PMN66","PMN67","PMN68","PMN69","PMN70","PMN71","PMN80","PMN81","PMN82","PMN83","PMN84","PMN85","PMN86","PMN87","PMN88","PMN88T","PMN930","PMN401","PMN90","PMN94","PMN95","PMN96","PMN97","PMN98","PMN91","PMNUD01","PMNUD02","PMNUD03","PMNUD04","PMNUD05","PMNUD06","PMNUD07","PMNUD08","PMNUD09","PMNUD10","PMNUD11","PMNUD12","PMNUD13","PMNUD14","PMNUD15","PMN89","PMN72","PMN73","PMN74","PMN75","PMN76","PMN77","PMNPLANT","PMNLEGAL","PMN012","PMN919","PMN99","PMN78","PMN100"
"PN01-17090078","REG","1","","9941-8000-1101","DVAU-POWER-SUPPLY-UNIT-PCBA(1)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0020","","20.0000","Y","Y","8","","2.000","","","","0.000000","1200.000000","1404.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1200.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9941-8000-1101","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","2400.000000","2808.000000","","","0.000000","","","9941-01"," ","2101","","","","PN02-17050003","","","","1404.000000","1405.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090078","REG","8","","9936-8000-1209","ACSU Switch2 PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2049","","10.0000","Y","Y","8","","3.000","","","","0.000000","5000.000000","5850.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","5000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000","","","9936-8000-1209","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","15000.000000","17550.000000","","","0.000000","","","2049-07"," ","2101","","","","PN02-17060005","","","","5850.000000","5851.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090078","REG","9","","9936-8000-1206","ACSU Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2049","","10.0000","Y","Y","8","","3.000","","","","0.000000","9500.000000","11115.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","9500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000","","","9936-8000-1206","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","28500.000000","33345.000000","","","0.000000","","","2049-07"," ","2101","","","","PN02-17060005","","","","11115.000000","11116.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","24","","9969-8000-5201","DACU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2057","","20.0000","Y","Y","8","","3.000","","","","0.000000","1500.000000","1755.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000","","","9969-8000-5201","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","4500.000000","5265.000000","","","0.000000","","","2057-01"," ","2103","","","","PN02-17080019","","","","1755.000000","1756.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","26","","9969-8000-3201","PECU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2057","","20.0000","Y","Y","8","","3.000","","","","0.000000","800.000000","936.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","800.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000","","","9969-8000-3201","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","2400.000000","2808.000000","","","0.000000","","","2057-01"," ","2105","","","","PN02-17080019","","","","936.000000","937.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","27","","9969-8000-1206","ACSU MVB PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2057","","20.0000","Y","Y","8","","1.000","","","","0.000000","3000.000000","3510.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","3000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9969-8000-1206","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","3000.000000","3510.000000","","","0.000000","","","2057-01"," ","2114","","","","PN02-17080019","","","","3510.000000","3511.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090076","REG","8","","9949-8000-6201","DVR Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","9.000","","","","0.000000","8468.376068","9908.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","8468.376068","","","0.000","0.000","K001","0.000"," ","0.000"," ","-9.000","0.000","","","9949-8000-6201","1.0000","N","N","1","","","","","","","","","","","","","PCS","9.000","76215.380000","89172.000000","","","0.000000","","","9949-01"," ","2114","","","","PN01-15120008","","","","9908.000000","9909.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090076","REG","17","","9949-8000-1504","DVR Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","5.000","","","","0.000000","8468.376068","9908.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","8468.376068","","","0.000","0.000","K001","0.000"," ","0.000"," ","-5.000","0.000","","","9949-8000-1504","1.0000","N","N","1","","","","","","","","","","","","","PCS","5.000","42341.880000","49540.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16070069","","","","9908.000000","9909.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090076","REG","19","","9949-8000-1503","Emergency Power Supply Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","1.000","","","","0.000000","500.000000","585.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9949-8000-1503","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","500.000000","585.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16070069","","","","585.000000","586.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090076","REG","20","","9949-8000-1501","DVR Backplane Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","1.000","","","","0.000000","268.376068","314.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","268.376068","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9949-8000-1501","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","268.380000","314.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16120082","","","","314.000000","315.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090076","REG","22","","9949-8000-1205-2","Switch Panel Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","1.000","","","","0.000000","1568.376068","1835.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1568.376068","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9949-8000-1205-2","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1568.380000","1835.000000","","","0.000000","","","9949-01"," ","2101","","","","PN01-15120008","","","","1835.000000","1836.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090076","REG","23","","9949-8000-1205-1","Switch POE Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","1.000","","","","0.000000","568.376068","665.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","568.376068","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9949-8000-1205-1","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","568.380000","665.000000","","","0.000000","","","9949-01"," ","2101","","","","PN01-15120008","","","","665.000000","666.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090076","REG","24","","9949-8000-1205","Switch Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","1.000","","","","0.000000","1568.376068","1835.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1568.376068","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9949-8000-1205","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1568.380000","1835.000000","","","0.000000","","","9949-01"," ","2101","","","","PN02-16120082","","","","1835.000000","1836.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090079","REG","18","","9934-8000-1203-1","ACSU MVB PCB（controller组装）","","","PCS","PCS","1.00000000","","N","1.00000000","PC2051","","10.0000","Y","Y","8","","4.000","","","","0.000000","4000.000000","4680.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","4000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-4.000","0.000","","","9934-8000-1203-1","1.0000","N","N","1","","","","","","","","","","","","","PCS","4.000","16000.000000","18720.000000","","","0.000000","","","2051-07"," ","2101","","","","PN02-17070025","","","","4680.000000","4681.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090079","REG","19","","9934-8000-1203-1","ACSU MVB PCB（controller组装）","","","PCS","PCS","1.00000000","","N","1.00000000","PC2056","","10.0000","Y","Y","8","","1.000","","","","0.000000","4000.000000","4680.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","4000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9934-8000-1203-1","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","4000.000000","4680.000000","","","0.000000","","","2056-01"," ","2116","","","","PN02-17080015","","","","4680.000000","4681.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090079","REG","20","","9934-8000-1203","ACSU-CONTROLLER-PCBA(6)","","","PCS","PCS","1.00000000","","N","1.00000000","PC2051","","20.0000","Y","Y","8","","4.000","","","","0.000000","7000.000000","8190.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","7000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-4.000","0.000","","","9934-8000-1203","1.0000","N","N","1","","","","","","","","","","","","","PCS","4.000","28000.000000","32760.000000","","","0.000000","","","2051-07"," ","2101","","","","PN02-17070025","","","","8190.000000","8191.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090079","REG","21","","9934-8000-1203","ACSU-CONTROLLER-PCBA(6)","","","PCS","PCS","1.00000000","","N","1.00000000","PC2056","","20.0000","Y","Y","8","","3.000","","","","0.000000","7000.000000","8190.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","7000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000","","","9934-8000-1203","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","21000.000000","24570.000000","","","0.000000","","","2056-01"," ","2116","","","","PN02-17080015","","","","8190.000000","8191.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090079","REG","22","","9934-8000-5201","DACU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC3004","","10.0000","Y","Y","8","","2.000","","","","0.000000","1371.794900","1605.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","1371.794900","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9934-8000-5201","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","2743.590000","3210.000000","","","0.000000","","","3004-01"," ","2116","","","","PN02-16060030","","","","1605.000000","1606.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090080","REG","1","","9929-8000-1208","MC Image Convertor PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0050","","20.0000","Y","Y","8","","1.000","","","","0.000000","4900.000000","5733.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","4900.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9929-8000-1208","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","4900.000000","5733.000000","","","0.000000","","","0050-01"," ","2101","","","","PN02-16030039","","","","5733.000000","5734.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090080","REG","3","","9928-8000-1207","ACSU Viedo Player Card(6)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0009","","20.0000","Y","Y","8","","13.000","","","","0.000000","7000.000000","8190.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","7000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-13.000","0.000","","","9928-8000-1207","1.0000","N","N","1","","","","","","","","","","","","","PCS","13.000","91000.000000","106470.000000","","","0.000000","","","9928-01"," ","2119","","","","PN02-16010026","","","","8190.000000","8191.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","66","","9974-8000-1009","Communication Interface Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","3500.000000","4095.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1009","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","609000.000000","712530.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","4095.000000","4096.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","68","","9974-8000-1008","GSM Modem","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1008","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","174000.000000","203580.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","70","","9974-8000-1007","DVAU I/O  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","3000.000000","3510.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1007","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","522000.000000","610740.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","3510.000000","3511.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","72","","9974-8000-1006","DVAU Encoder  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","3500.000000","4095.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1006","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","609000.000000","712530.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","4095.000000","4096.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","74","","9974-8000-1005","DVAU DRM Server  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","5128.000000","5999.760000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","5128.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1005","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","892272.000000","1043958.240000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","5999.760000","6000.760000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","75","","8019-0021","Switch PoE Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","20.0000","Y","Y","8","","644.000","","","","0.000000","150.000000","175.500000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","150.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-644.000","0.000","","","8019-0021","1.0000","N","N","1","","","","","","","","","","","","","PCS","644.000","96600.000000","113022.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","175.500000","176.500000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","77","","9974-8000-1004","DVAU 7-Port Switch  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","2800.000000","3276.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","2800.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1004","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","487200.000000","570024.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","3276.000000","3277.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","79","","9974-8000-1003","DVAU PA Controller  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","8500.000000","9945.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","8500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1003","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","1479000.000000","1730430.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","9945.000000","9946.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","81","","9974-8000-1002","DVAU Power Supply  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1002","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","174000.000000","203580.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","83","","9974-8000-1001","DVAU Backplane Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","250.000000","292.500000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","250.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1001","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","43500.000000","50895.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","292.500000","293.500000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","84","","8010-0154","PECU&ANM终端电阻连接器","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","20.0000","Y","Y","8","","1500.000","","","","0.000000","20.000000","23.400000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","20.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1500.000","0.000","","","8010-0154","1.0000","N","N","1","","","","","","","","","","","","","PCS","1500.000","30000.000000","35100.000000","","","0.000000","","","0058-01"," ","2123","","","","PN02-17040080","","","","23.400000","24.400000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","2","","9972-8000-0462","12.1""触摸屏（TLCD）","","","PCS","PCS","1.00000000","","N","1.00000000","PC0041","","20.0000","Y","Y","8","","3.000","","","","0.000000","4300.000000","5031.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","4300.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000","","","9972-8000-0462","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","12900.000000","15093.000000","","","0.000000","","","9966-01"," ","2114","","","","PN02-16120026","","","","5031.000000","5032.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","1","","9973-8000-0462","12.1""触摸屏（TLCD）","","","PCS","PCS","1.00000000","","N","1.00000000","PC0041","","20.0000","Y","Y","8","","1.000","","","","0.000000","4300.000000","5031.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","4300.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9973-8000-0462","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","4300.000000","5031.000000","","","0.000000","","","9966-01"," ","2114","","","","PN02-16080096","","","","5031.000000","5032.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","5","","9969-8000-1205","ACSU Controller B PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0044","","20.0000","Y","Y","8","","1.000","","","","0.000000","6500.000000","7605.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","6500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9969-8000-1205","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","6500.000000","7605.000000","","","0.000000","","","9969-01"," ","2114","","","","PN01-15120046","","","","7605.000000","7606.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","6","","9969-8000-1204","ACSU  I/O  PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0044","","20.0000","Y","Y","8","","1.000","","","","0.000000","3500.000000","4095.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","3500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9969-8000-1204","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","3500.000000","4095.000000","","","0.000000","","","9969-01"," ","2114","","","","PN01-15120046","","","","4095.000000","4096.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","9","","9968-8000-0462","司机室CCTV显示触摸屏12.1""(STD)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0043","","20.0000","Y","Y","8","","2.000","","","","0.000000","0.000000","0.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","0.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9968-8000-0462","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","0.000000","0.000000","","","0.000000","","","9968-01"," ","2108","","","","PN02-16100063","","","","0.000000","1.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","10","","9968-8000-0382","后视摄像头显示屏10.4""(RVD)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0043","","20.0000","Y","Y","8","","2.000","","","","0.000000","0.000000","0.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","0.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9968-8000-0382","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","0.000000","0.000000","","","0.000000","","","9968-01"," ","2107","","","","PN02-16100063","","","","0.000000","1.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","11","","9967-8000-5202","DACU key Interface Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0042","","20.0000","Y","Y","8","","2.000","","","","0.000000","30.000000","35.100000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","30.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9967-8000-5202","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","60.000000","70.200000","","","0.000000","","","9967-01"," ","2103","","","","PN01-15120027","","","","35.100000","36.100000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","17","","9963-8000-7205","DRMD Receiver PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0038","","20.0000","Y","Y","8","","1.000","","","","0.000000","1200.000000","1404.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1200.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9963-8000-7205","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1200.000000","1404.000000","","","0.000000","","","9963-01"," ","2114","","","","PN01-16010104","","","","1404.000000","1405.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","18","","9963-8000-7205","DRMD Receiver PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0038","","20.0000","Y","Y","8","","6.000","","","","0.000000","1200.000000","1404.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1200.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-6.000","0.000","","","9963-8000-7205","1.0000","N","N","1","","","","","","","","","","","","","PCS","6.000","7200.000000","8424.000000","","","0.000000","","","9963-01"," ","2114","","","","PN02-16060028","","","","1404.000000","1405.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090073","REG","19","","9971-8000-1007","ACSU Switch Interface Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC2050","","20.0000","Y","Y","8","","1.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9971-8000-1007","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1000.000000","1170.000000","","","0.000000","","","0082-01"," ","2101","","","","PN02-17050055","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
