"PMN01","PMN011","PMN02","PMN03","PMN04","PMN041","PMN05","PMN06","PMN07","PMN08","PMN09","PMN10","PMN11","PMN121","PMN122","PMN123","PMN13","PMN14","PMN15","PMN16","PMN18","PMN20","PMN23","PMN24","PMN25","PMN30","PMN31","PMN31T","PMN32","PMN33","PMN34","PMN35","PMN36","PMN37","PMN38","PMN40","PMN41","PMN42","PMN43","PMN431","PMN44","PMN45","PMN46","PMN50","PMN51","PMN52","PMN53","PMN54","PMN55","PMN56","PMN57","PMN58","PMN59","PMN60","PMN61","PMN62","PMN63","PMN64","PMN65","PMN66","PMN67","PMN68","PMN69","PMN70","PMN71","PMN80","PMN81","PMN82","PMN83","PMN84","PMN85","PMN86","PMN87","PMN88","PMN88T","PMN930","PMN401","PMN90","PMN94","PMN95","PMN96","PMN97","PMN98","PMN91","PMNUD01","PMNUD02","PMNUD03","PMNUD04","PMNUD05","PMNUD06","PMNUD07","PMNUD08","PMNUD09","PMNUD10","PMNUD11","PMNUD12","PMNUD13","PMNUD14","PMNUD15","PMN89","PMN72","PMN73","PMN74","PMN75","PMN76","PMN77","PMNPLANT","PMNLEGAL","PMN012","PMN919","PMN99","PMN78","PMN100"
"PN01-17090050","REG","1","","MISC","开模费","","","PCS","PCS","1.00000000","","N","1.00000000","PC0060","","10.0000","Y","Y","8","","1.000","","","","0.000000","1794.871800","2100.000000","","17/12/01","17/12/01","17/12/01","17/09/29","","Y","500102","","0","","","1794.871800","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","8013-0176","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1794.870000","2100.000000","","","0.000000","","","0060-01","","2125","","","","PN02-17040078","","","","3.940000","4610.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN04-17090001","REG","1","","8008-0504","CLSP面板（委外处理后）"," ","","PCS","PCS","1.00000000","","N","1.00000000","PC0063","","10.0000","Y","Y","8","","6.000","","","","0.000000","244.444444","286.000000","","17/10/17","17/10/17","17/10/17","17/09/29","","N","500102","1","0","","","244.444444","","","0.000","0.000","K001","0.000"," ","0.000"," ","-6.000","0.000"," ","0","8008-0504","1.0000","N","N","1","",""," ","","","","","","","","","","PCS","6.000","1466.670000","1716.000000","","","0.000000","","","0063-01"," ","2115","","","PN02-17040017","","","","","244.450000","286.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090058","REG","1","","8015-0259","Switch Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0060","","10.0000","Y","Y","8","","1.000","","","","0.000000","248.119658","290.300000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","248.119658","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","8015-0259","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","248.120000","290.300000","","","0.000000","","","0060-01"," ","2102","","","","PN02-17080048","","","","296.000000","346.320000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090063","REG","1","","8005-0011","变压器(16V 10W)带22AWG白色线缆","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","200.000","","","","0.000000","10.940171","12.800000","","17/12/29","17/12/29","17/12/29","17/09/29","","N","500102","MG02-16040002","0","","","10.940171","","","0.000","0.000","K001","0.000"," ","0.000"," ","-200.000","0.000","","","8005-0011","1.0000","N","N","1","","","","","","","","","","","","","PCS","200.000","2188.030000","2560.000000","","","0.000000","","","9949-01"," ","2106","","","PN04-16110094","","","","","12.000000","14.040000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","1","","8008-0625","BTE 1U面板","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","1.000","","","","0.000000","68.376068","80.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","68.376068","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","8008-0625","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","68.380000","80.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-17090022","","","","73.000000","85.410000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","2","","8008-0574","BTE机柜","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","2.000","","","","0.000000","4517.094017","5285.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","4517.094017","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","8008-0574","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","9034.190000","10570.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16120095","","","","4700.000000","5499.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","3","","8008-0580","Simulator 8U 面板","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","2.000","","","","0.000000","42.735043","50.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","42.735043","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","8008-0580","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","85.470000","100.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16120095","","","","44.000000","51.480000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","4","","8008-0579","Simulator 7U 面板","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","2.000","","","","0.000000","38.461538","45.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","38.461538","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","8008-0579","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","76.920000","90.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16120095","","","","40.000000","46.800000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","5","","8008-0581","BTE 2U 面板","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","2.000","","","","0.000000","25.641026","30.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","25.641026","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","8008-0581","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","51.280000","60.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16120095","","","","27.000000","31.590000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","6","","8008-0578","Simulator 1U 面板","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","4.000","","","","0.000000","17.094017","20.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","17.094017","","","0.000","0.000","K001","0.000"," ","0.000"," ","-4.000","0.000","","","8008-0578","1.0000","N","N","1","","","","","","","","","","","","","PCS","4.000","68.380000","80.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-16120095","","","","19.000000","22.230000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","7","","8008-0623","DIN导轨安装板","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","4.000","","","","0.000000","102.564103","120.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","102.564103","","","0.000","0.000","K001","0.000"," ","0.000"," ","-4.000","0.000","","","8008-0623","1.0000","N","N","1","","","","","","","","","","","","","PCS","4.000","410.260000","480.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-17060054","","","","120.000000","140.400000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090066","REG","8","","8008-0622","DIN导轨安装板（带电源插座）","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","4.000","","","","0.000000","102.564103","120.000000","","17/10/20","17/10/20","17/10/20","17/09/29","","Y","500102","","0","","","102.564103","","","0.000","0.000","K001","0.000"," ","0.000"," ","-4.000","0.000","","","8008-0622","1.0000","N","N","1","","","","","","","","","","","","","PCS","4.000","410.260000","480.000000","","","0.000000","","","9949-01"," ","2114","","","","PN02-17060054","","","","120.000000","140.400000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090044","REG","1","","8008-0471","PECU面板（委外处理后）","","","PCS","PCS","1.00000000","","N","1.00000000","PC0046","","20.0000","Y","Y","8","","22.000","","","","0.000000","69.880000","81.759600","","17/10/30","17/10/30","17/10/30","17/09/29","","Y","500102","","0","","","69.880000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-22.000","0.000","","","8008-0471","1.0000","N","N","1","","","","","","","","","","","","","PCS","22.000","1537.360000","1798.710000","","","0.000000","","","9971-04"," ","2113","","","","PN02-16100056","","","","71.231000","83.340000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090048","REG","1","","8015-0214","DVR 2 3U84HP housing","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","35.000","","","","0.000000","962.000000","1125.540000","","17/10/31","17/10/31","17/10/31","17/09/29","","Y","500102","","0","","","962.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-35.000","0.000","","","8015-0214","1.0000","N","N","1","","","","","","","","","","","","","PCS","35.000","33670.000000","39393.900000","","","0.000000","","","9949-01"," ","2125","","","","PN02-16120018","","","","1100.000000","1287.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090048","REG","4","","8015-0217","DVR 2  panel-AVS Controller Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","22.000","","","","0.000000","33.500000","39.195000","","17/10/31","17/10/31","17/10/31","17/09/29","","Y","500102","","0","","","33.500000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-22.000","0.000","","","8015-0217","1.0000","N","N","1","","","","","","","","","","","","","PCS","22.000","737.000000","862.290000","","","0.000000","","","9949-01"," ","2125","","","","PN02-16120018","","","","35.000000","40.950000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090048","REG","6","","8015-0216","DVR 2  panel-DVR Controller Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","22.000","","","","0.000000","37.500000","43.875000","","17/10/31","17/10/31","17/10/31","17/09/29","","Y","500102","","0","","","37.500000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-22.000","0.000","","","8015-0216","1.0000","N","N","1","","","","","","","","","","","","","PCS","22.000","825.000000","965.250000","","","0.000000","","","9949-01"," ","2125","","","","PN02-16120018","","","","39.000000","45.630000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090048","REG","7","","8015-0220","DVR 2 HDD Card(6)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","10.0000","Y","Y","8","","35.000","","","","0.000000","543.500000","635.895000","","17/10/31","17/10/31","17/10/31","17/09/29","","Y","500102","","0","","","543.500000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-35.000","0.000","","","8015-0220","1.0000","N","N","1","","","","","","","","","","","","","PCS","35.000","19022.500000","22256.330000","","","0.000000","","","9949-01"," ","2125","","","","PN02-16120018","","","","2000.000000","2340.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090039","REG","1","","8008-0431","3U 52HP机箱","","","PCS","PCS","1.00000000","","N","1.00000000","PC0035","","20.0000","Y","Y","8","","25.000","","","","0.000000","530.000000","620.100000","","17/10/30","17/10/30","17/10/30","17/09/29","","Y","500102","","0","","","530.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-25.000","0.000","","","8008-0431","1.0000","N","N","1","","","","","","","","","","","","","PCS","25.000","13250.000000","15502.500000","","","0.000000","","","9960-04"," ","2104","","","","PN02-17040018","","","","530.000000","620.100000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090039","REG","2","","8008-0431","3U 52HP机箱","","","PCS","PCS","1.00000000","","N","1.00000000","PC0035","","20.0000","Y","Y","8","","21.000","","","","0.000000","530.000000","620.100000","","17/10/30","17/10/30","17/10/30","17/09/29","","Y","500102","","0","","","530.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-21.000","0.000","","","8008-0431","1.0000","N","N","1","","","","","","","","","","","","","PCS","21.000","11130.000000","13022.100000","","","0.000000","","","9960-04"," ","2108","","","","同上","","","","530.000000","620.100000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090037","REG","1","","6015-00034","硬盘","","","PCS","PCS","1.00000000","","N","1.00000000","PC8005","","10.0000","Y","Y","8","","2.000","","","","0.000000","890.000000","890.000000","","17/10/13","17/10/13","17/10/13","17/09/30","","Y","500102","","0","","","890.000000","","","0.000","0.000"," ","0.000"," ","0.000"," ","-2.000","0.000","","","6015-00034","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","1780.000000","1780.000000","","","0.000000","","","8005-01"," ","2101","","","","PN02-16110083","","","","890.000000","1780.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090037","REG","2","","6015-00031","红外一体筒型摄像机","","","PCS","PCS","1.00000000","","N","1.00000000","PC8005","","10.0000","Y","Y","8","","3.000","","","","0.000000","300.000000","300.000000","","17/10/13","17/10/13","17/10/13","17/09/30","","Y","500102","","0","","","300.000000","","","0.000","0.000"," ","0.000"," ","0.000"," ","-3.000","0.000","","","6015-00031","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","900.000000","900.000000","","","0.000000","","","8005-01"," ","2101","","","","PN02-16110083","","","","300.000000","900.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090037","REG","3","","6015-00033","硬盘录像机","","","PCS","PCS","1.00000000","","N","1.00000000","PC8005","","10.0000","Y","Y","8","","1.000","","","","0.000000","1500.000000","1500.000000","","17/10/13","17/10/13","17/10/13","17/09/30","","Y","500102","","0","","","1500.000000","","","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000","","","6015-00033","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1500.000000","1500.000000","","","0.000000","","","8005-01"," ","2101","","","","PN02-16110083","","","","1500.000000","1500.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","62","","9974-8000-1101","PACU Backplane Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","620.000","","","","0.000000","250.000000","292.500000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","250.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-620.000","0.000","","","9974-8000-1101","1.0000","N","N","1","","","","","","","","","","","","","PCS","620.000","155000.000000","181350.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","292.500000","293.500000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","64","","9974-8000-1010","7 Ports M12 Switch Panel Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","800.000000","936.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","800.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1010","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","139200.000000","162864.000000","","","0.000000","","","0058-01"," ","2101","","","","PN02-17040080","","","","936.000000","937.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","9","","9974-8001-1402","ACP Power  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","500.000000","585.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8001-1402","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","87000.000000","101790.000000","","","0.000000","","","0058-01"," ","2105","","","","PN02-17040080","","","","585.000000","586.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","11","","9974-8001-1401","ACP Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","3500.000000","4095.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8001-1401","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","609000.000000","712530.000000","","","0.000000","","","0058-01"," ","2105","","","","PN02-17040080","","","","4095.000000","4096.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","13","","9974-8001-1107","AP Base Board","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","86.000","","","","0.000000","500.000000","585.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-86.000","0.000","","","9974-8001-1107","1.0000","N","N","1","","","","","","","","","","","","","PCS","86.000","43000.000000","50310.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","585.000000","586.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","15","","9974-8001-1106","PACU wireless AP  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","86.000","","","","0.000000","4500.000000","5265.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","4500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-86.000","0.000","","","9974-8001-1106","1.0000","N","N","1","","","","","","","","","","","","","PCS","86.000","387000.000000","452790.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","5265.000000","5266.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","17","","9974-8001-1105","PACU AP  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","86.000","","","","0.000000","1200.000000","1404.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1200.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-86.000","0.000","","","9974-8001-1105","1.0000","N","N","1","","","","","","","","","","","","","PCS","86.000","103200.000000","120744.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","1404.000000","1405.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","19","","9974-8001-1104","PACU Controller  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","86.000","","","","0.000000","5000.000000","5850.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","5000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-86.000","0.000","","","9974-8001-1104","1.0000","N","N","1","","","","","","","","","","","","","PCS","86.000","430000.000000","503100.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","5850.000000","5851.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","21","","9974-8001-1103","PACU 12-Port Switch  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","86.000","","","","0.000000","3600.000000","4212.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3600.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-86.000","0.000","","","9974-8001-1103","1.0000","N","N","1","","","","","","","","","","","","","PCS","86.000","309600.000000","362232.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","4212.000000","4213.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","23","","9974-8001-1101","PACU Backplane Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","86.000","","","","0.000000","250.000000","292.500000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","250.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-86.000","0.000","","","9974-8001-1101","1.0000","N","N","1","","","","","","","","","","","","","PCS","86.000","21500.000000","25155.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","292.500000","293.500000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","25","","9974-8000-1701","10.4"" LCD Receiver PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","2500.000000","2925.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","2500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1701","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","435000.000000","508950.000000","","","0.000000","","","0058-01"," ","2114","","","","PN02-17040080","","","","2925.000000","2926.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","27","","9974-8000-1601","38""LCD Receiver PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","7186.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-7186.000","0.000","","","9974-8000-1601","1.0000","N","N","1","","","","","","","","","","","","","PCS","7186.000","7186000.000000","8407620.000000","","","0.000000","","","0058-01"," ","2109","","","","PN02-17040080","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","29","","9974-8000-1505","NVR BACKPLANE Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","264.000","","","","0.000000","300.000000","351.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","300.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-264.000","0.000","","","9974-8000-1505","1.0000","N","N","1","","","","","","","","","","","","","PCS","264.000","79200.000000","92664.000000","","","0.000000","","","0058-01"," ","2113","","","","PN02-17040080","","","","351.000000","352.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","31","","9974-8000-1504","CPCIE Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","264.000","","","","0.000000","300.000000","351.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","300.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-264.000","0.000","","","9974-8000-1504","1.0000","N","N","1","","","","","","","","","","","","","PCS","264.000","79200.000000","92664.000000","","","0.000000","","","0058-01"," ","2113","","","","PN02-17040080","","","","351.000000","352.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","33","","9974-8000-1503","EPU","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","264.000","","","","0.000000","666.666700","780.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","666.666700","","","0.000","0.000","K001","0.000"," ","0.000"," ","-264.000","0.000","","","9974-8000-1503","1.0000","N","N","1","","","","","","","","","","","","","PCS","264.000","176000.000000","205920.000000","","","0.000000","","","0058-01"," ","2113","","","","PN02-17040080","","","","780.000000","781.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","35","","9974-8000-1502","NVR Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","264.000","","","","0.000000","6000.000000","7020.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","6000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-264.000","0.000","","","9974-8000-1502","1.0000","N","N","1","","","","","","","","","","","","","PCS","264.000","1584000.000000","1853280.000000","","","0.000000","","","0058-01"," ","2113","","","","PN02-17040080","","","","7020.000000","7021.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","37","","9974-8000-1501","NVR Activation Source PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","264.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-264.000","0.000","","","9974-8000-1501","1.0000","N","N","1","","","","","","","","","","","","","PCS","264.000","264000.000000","308880.000000","","","0.000000","","","0058-01"," ","2113","","","","PN02-17040080","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","39","","9974-8000-1403","Key Board","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","348.000","","","","0.000000","3000.000000","3510.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-348.000","0.000","","","9974-8000-1403","1.0000","N","N","1","","","","","","","","","","","","","PCS","348.000","1044000.000000","1221480.000000","","","0.000000","","","0058-01"," ","2103","","","","PN02-17040080","","","","3510.000000","3511.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","41","","9974-8000-1402","MCP power board","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","500.000000","585.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1402","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","87000.000000","101790.000000","","","0.000000","","","0058-01"," ","2103","","","","PN02-17040080","","","","585.000000","586.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","43","","9974-8000-1401","MCP MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","174.000","","","","0.000000","3500.000000","4095.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-174.000","0.000","","","9974-8000-1401","1.0000","N","N","1","","","","","","","","","","","","","PCS","174.000","609000.000000","712530.000000","","","0.000000","","","0058-01"," ","2103","","","","PN02-17040080","","","","4095.000000","4096.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
