"XCBAENT","XCBAOWNID","XCBAOWNDP","XCBACRTID","XCBACRTDP","XCBACRTDT","XCBAMODID","XCBAMODDT","XCBASTUS","XCBALD","XCBA001","XCBA002","XCBA003","XCBA004","XCBA005","XCBA006","XCBA007","XCBA008","XCBA009","XCBAUD001","XCBAUD002","XCBAUD003","XCBAUD004","XCBAUD005","XCBAUD006","XCBAUD007","XCBAUD008","XCBAUD009","XCBAUD010","XCBAUD011","XCBAUD012","XCBAUD013","XCBAUD014","XCBAUD015","XCBAUD016","XCBAUD017","XCBAUD018","XCBAUD019","XCBAUD020","XCBAUD021","XCBAUD022","XCBAUD023","XCBAUD024","XCBAUD025","XCBAUD026","XCBAUD027","XCBAUD028","XCBAUD029","XCBAUD030"
"5","00000","1005","00000","1005","05-1月 -18 10.10.59 上午","00000","05-1月 -18 10.10.59 上午","Y","LG","1","2018","1","1023","500101"," ","1","B","100.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
